time,open,high,low,close
2022-10-30T21:30:00-04:00,3882.9979,3894.1208,3879.3707,3888.6034
2022-10-30T21:35:00-04:00,3888.235,3904.7091,3887.7555,3897.0085
2022-10-30T21:40:00-04:00,3896.1785,3896.1785,3884.3571,3894.8211
2022-10-30T21:45:00-04:00,3894.891,3904.2682,3892.4388,3895.8576
2022-10-30T21:50:00-04:00,3895.7456,3916.9123,3895.2901,3916.9123
2022-10-30T21:55:00-04:00,3917.1734,3917.5904,3905.174,3911.2738
2022-10-30T22:00:00-04:00,3911.7211,3916.3929,3904.5182,3904.5182
2022-10-30T22:05:00-04:00,3903.4931,3903.4931,3888.7884,3889.1542
2022-10-30T22:10:00-04:00,3889.3258,3889.3258,3876.5914,3887.1586
2022-10-30T22:15:00-04:00,3887.0726,3888.5717,3880.7702,3884.9579
2022-10-30T22:20:00-04:00,3884.3882,3885.8433,3877.1577,3885.8433
2022-10-30T22:25:00-04:00,3886.3573,3894.6845,3885.2458,3887.7312
2022-10-30T22:30:00-04:00,3887.7523,3912.6896,3886.0895,3912.4255
2022-10-30T22:35:00-04:00,3912.665,3922.5781,3912.665,3913.7262
2022-10-30T22:40:00-04:00,3913.6688,3920.4277,3911.2758,3915.5457
2022-10-30T22:45:00-04:00,3914.6081,3920.7766,3910.1251,3920.7766
2022-10-30T22:50:00-04:00,3920.8096,3922.5197,3915.4224,3916.7143
2022-10-30T22:55:00-04:00,3917.1313,3917.4353,3911.2193,3911.2193
2022-10-30T23:00:00-04:00,3911.1301,3916.6149,3910.3901,3916.4156
2022-10-30T23:05:00-04:00,3916.8845,3924.038,3916.8845,3924.038
2022-10-30T23:10:00-04:00,3924.116,3941.4458,3923.8876,3941.2029
2022-10-30T23:15:00-04:00,3941.845,3942.4294,3930.0669,3930.0669
2022-10-30T23:20:00-04:00,3929.5783,3929.5783,3922.216,3924.2037
2022-10-30T23:25:00-04:00,3924.1778,3924.4279,3922.6695,3924.3969
2022-10-30T23:30:00-04:00,3924.1862,3924.4054,3924.1843,3924.4054
2022-10-31T01:00:00-04:00,3924.8183,3925.0493,3917.8291,3917.8291
2022-10-31T01:05:00-04:00,3917.4829,3931.531,3917.449,3928.3532
2022-10-31T01:10:00-04:00,3928.1559,3928.1559,3919.5565,3919.7378
2022-10-31T01:15:00-04:00,3919.4402,3919.4402,3914.3121,3914.4635
2022-10-31T01:20:00-04:00,3914.3785,3916.5755,3908.5827,3908.6782
2022-10-31T01:25:00-04:00,3908.5812,3910.6143,3907.6834,3907.6834
2022-10-31T01:30:00-04:00,3907.6953,3913.196,3907.409,3913.196
2022-10-31T01:35:00-04:00,3913.6776,3914.0712,3906.4799,3906.4799
2022-10-31T01:40:00-04:00,3906.1145,3906.1145,3900.0607,3900.0607
2022-10-31T01:45:00-04:00,3900.1072,3900.1072,3895.378,3896.3932
2022-10-31T01:50:00-04:00,3896.2408,3896.4611,3894.1363,3894.9934
2022-10-31T01:55:00-04:00,3894.9638,3897.9607,3889.2916,3895.622
2022-10-31T02:00:00-04:00,3895.637,3898.153,3892.4699,3893.5134
2022-10-31T02:05:00-04:00,3893.3652,3893.4375,3889.8759,3890.2135
2022-10-31T02:10:00-04:00,3890.1114,3890.1114,3884.2599,3885.8681
2022-10-31T02:15:00-04:00,3885.9598,3893.6856,3885.8379,3892.1549
2022-10-31T02:20:00-04:00,3891.8934,3892.7922,3888.3904,3892.7922
2022-10-31T02:25:00-04:00,3893.0729,3897.6952,3892.0256,3896.184
2022-10-31T02:30:00-04:00,3896.5914,3896.5914,3889.6733,3889.7669
